texto,real
@matthewjshow @realdonaldtrump @marshablackburn stupid? yes. i agree.,0
@realdonaldtrump @potus @seanhannity @foxnews too little too late. you had the big stage at the debate and attacked like a rabid dog enabling biden to stay mum on all his policies. there's no coming back now. keep watching msm and lead by tweet.,0
"@realdonaldtrump damn, well, get, better, my, brother.",0
@abc13news @realdonaldtrump @hillaryclinton would other see your taxes and how much you owe to china,0
@yvngkaii @realdonaldtrump the fact you saw what happened and claim the opposite is some mighty fine gaslighting. how many ribs have you had to remove to twist yourself into this position?,-1
@briandees @abc13news @realdonaldtrump @joebiden also bc i'm feeling petty and kinda assume your pro life you do realize banning abortion is only gonna ban safe abortion right?,0
@azcourtney1088 @allanjrobert @soulflowerdi @dudeman_70 @mamatimesdeux @realatheology @realdonaldtrump liberals are hilarious. they are so focused on what’s not being said or never been said to try and prove a point.,0
"@jerrysaltz @bannersquest @drkarlynb @glennbeck @realdonaldtrump duranty won a pulitzer prise too, not much to brag about. lol.",0
@meidastouch @realdonaldtrump blah haha!!!,0
@realdonaldtrump shhhhh,0
"@realdonaldtrump save your country, vote biden!",0
@realdonaldtrump #gopcorruptionovercountry #draintheswamp #bidenharrislandslide2020 https://t.co/38mqvfn51o,0
"@iaonnisprisma @mogp @thejtlewis @realdonaldtrump @floridachiefs anyone sane knows trump is as corrupt as they come. he surrounds himself with terrible people, he's either a terrible judge of character or as dodgy as they are, or both.",-1
@13hammers @notbuyingit34 for the same reason that the @speakerryan did everything in his power to thwart @realdonaldtrump's agenda!,0
@restartleader @jack @twitter @realdonaldtrump @potus #restartleader #trump2020 https://t.co/adynsvifog,1
"@realdonaldtrump trump is blocking the fda from issuing guidelines on the emergency authorization of a potential coronavirus vaccine, specifically objecting to a provision that would require vaccine trial participants to be followed for 2 months after the final dose. anything to avoid prison! https://t.co/g6mz0pirst",-1
@reinajd61 @trumpwarroom @realdonaldtrump says the side who used a fly on mike pence’s head. lol #bidensnotfitforoffice,0
we could use 4 more years of help like this! vote red on nov. 3rd! peoples lives depend on it👇🏻@realdonaldtrump #maga,1
"@larryschweikart @ryangirdusky this is epic stupidity. now @realdonaldtrump puts out his blueprint for next stimulus, with none of the poison pills and tells congress to pass it. senate does. drunk nancy bitches it doesn't give taxpayer funds to illegals and planned parenthood. check...",0
@realdonaldtrump #trumpshitshow #itiswhatitis #trumpproudboy #trumpisaracist #trumpdestroysdemocracy #joepayshistaxes #trumpisarapist #trumpisawhitesupremacist #trumpmurdered208kamericans #votebidenharristoendthisnightmare,-1
@realdonaldtrump get some rest mr. president. thank you for all you do for our beautiful country. ❤️🇺🇸,1
"@mike_pence @realdonaldtrump all my wishes for your victory in november goes with you. i was really impressed by your debate last week. you would have made a memorable president for the usa. this is from a french conservative citizen: trump/pence 2020-2024, this is what the usa and the world needs!",1
@sandybe56935052 @frankiehagood @gopchairwoman @realdonaldtrump @foxbusiness 😉,0
@realdonaldtrump simple logic...he doesn't lead in the polls. polls are false and manipulated and coming from a corrupted source.,0
@hkrassenstein @realdonaldtrump https://t.co/gwcsbi1mu2,0
"@politics_polls @theeconomist lol. i give @realdonaldtrump over 60% of popular vote. you guys don’t really believe your polls, do you?",0
@realdonaldtrump resign. weak. hysterical. shrill. bitchy. unfit to lead.,-1
@bgonthescene @realdonaldtrump @anncoulter @seanhannity @benshapiro blm rioters throw rocks into peoples homes in suburban neighborhoods,0
@mariabartiromo @chuckgrassley @cia @potus @realdonaldtrump @morningsmaria @foxbusiness this makes me mad! i pulled for her at her nomination hearings!,0
@yetimatt @vicbergeriv @realdonaldtrump haha!! what gave you away with this inaccurate information is the “vote like you mean it” at the bottom. 😂😂,0
@cleavon_md @kathycybele @realdonaldtrump 🥀💔🥀,0
@john_f_kennnedy @realdonaldtrump byedems ??,0
@iswar_4 @mskajalaggarwal @urstrulymahesh @realdonaldtrump really ?,0
@realdonaldtrump vote vote vote vote #trump2020 #smh —&gt; @restartleader every american vote trump https://t.co/kwk0d0qvww,1
@kayleighmcenany @realdonaldtrump california going red!!! bring back the 80’s!!!,0
@poisonflats @qanon76 @realdonaldtrump if only we had such a leader. i’m afraid what our government has in store for us is frightening. https://t.co/dnbxnf6spw,0
"@reluctantzealot @benshapiro @realdonaldtrump you are smoking something good if you think that. @50cent and others are voting for trump because they would pay a 62% tax rate on biden's plan. voting for biden nullifies all your claims of being a ""fiscal conservative"".",1
"@realdonaldtrump what we’ve already lost and the worse, with you, is yet to come!",-1
@realdonaldtrump to reach half a million covid deaths???,-1
"@chadnoonan2 @puresalvato @kristinoem @realdonaldtrump come to chinatown..in late february..hmmm..pelosi said that. trump closed border to china,while all libs called him racist! 🤷",0
@danscavino @realdonaldtrump this is against the flag code. unpatriotic #lockhimup #crimesagainsttheflag,0
@realdonaldtrump what happened did the big bad reporter hurt your feelings? or did they just checkmate you and you couldn’t wiggle your way out of it? don’t worry wait until joe biden hurts your feelings.,0
@realdonaldtrump i will not accept a corrupt biden win!! neither should you! #bidencrimefamiily,0
@realdonaldtrump at least a 100 people will die of covid from this,0
@allison_gordin @screech061 @509shawng @realdonaldtrump @thebabylonbee we could add to this list all day. i know i could. my first add to your first here.... https://t.co/raeblvlk8g,0
@thatjayadams @andrewkenning @realdonaldtrump per capita. !!!!!!!!!!,0
"@realdonaldtrump ""i'm charging expensive tariffs to america first!""",0
"@realdonaldtrump so as long as they pay, means they arent sponsoring terrorists xd",0
@attika_t @karineomry @thejusticedept @realdonaldtrump @whitehouse state sanctioned murder is no more acceptable than any other kind of murder or extreme violence #enddeathpenalty,0
@helenkennedy @realdonaldtrump @60minutes blank pages https://t.co/y8dyxkphy3,0
"@gop @realdonaldtrump can you tell us more about the secret bank account in china that @realdonaldtrump has funneled approximately $25,000,000 to? grifters gonna grift! 14 days! #votebluedownballot https://t.co/pndukoxegt",-1
@wendysuer @presssec @cnn @realdonaldtrump he’ll be busy with china #chinabitchjoe,0
"@thisisrobthomas @realdonaldtrump thats ignorant ""assuming"" ???it was confirmed by hospital and many md's......",0
@donaldjtrumpjr @realdonaldtrump reporting this misinformation.,0
@adamhousley @young_mind7 @realdonaldtrump @erictrump @donaldjtrumpjr @ivankatrump @teamtrump @gop @judiciarygop @flotus this needs to be made public knowledge asap! a news conference or something. how can we be in the middle of an election and @rudygiuliani is breaking this news to us?! #election2020 https://t.co/krx8bxxfeo,0
"@realdonaldtrump if trump wins, russia wins. if trump wins, the saudis win. if trump wins, neo nazis win. if trump wins, proud boys win. if trump wins, qanon wins. if trump wins, corruption wins. if trump wins, hate wins if trump wins, stupidity wins if trump wins, america loses it's that simple. https://t.co/vcgusywf2e",-1
@realdonaldtrump https://t.co/heoy7lmimh,-1
"@imnosaint1 @hillaryclinton @secpompeo @realdonaldtrump well tell you what, once some people from the infosec side of things corroborate stuff then hunter is in trouble. so far though we have a messy chain of custody and messy timelines. we went from email scandle to cp in around a week. justice should be done, but with care.",0
@realdonaldtrump @mazinnamdikanu @amnestyusa @un @statedept @bbcworld @israelipm @whitehouse,0
@teamtrump @realdonaldtrump let’s make it really simple. 0 - 22 = -22 -22 + 11 = -11 that’s the hole that you’ve created. apparently you appreciate math as much as you do science. https://t.co/do8dsqmum4,-1
@realdonaldtrump lol you wish!!!,0
@jbuch57 @bellamaria1776 @realdonaldtrump shows such ignorance in their position and in constitutional law. congrats.,0
"@josephprichard7 @adamsbomb @notatsclassy @realdonaldtrump exactly! trump is a salesman first, a statesman never. his identity politics is nauseating &amp; will cost him the election. he blew it! 🇺🇸",-1
@realdonaldtrump still desperately looking for an october surprise are you!,-1
@d_w_brooks @g8orshan @pulpolover @surfcityslicker @fahrenthold @statedept @realdonaldtrump who paid his debts?,0
@davidsussman @realdonaldtrump @joelpollak trump has a laptop? he knows how to use?,-1
https://t.co/rz4wxvozgm @timcast @adamcrigler. @tuckercarlson @seanhannity. @realdonaldtrump. @dbongino,0
@realdonaldtrump @breitbartnews why is wray still director?,0
@eugenegu @realdonaldtrump well not without a mask she's not! *hic* air high five bruh!,0
@papilio98564641 @qmama17sis @drbiden @realdonaldtrump bald trump didn't create the virus. he's caused the virus cases and deaths to increase. due to his lack of leadership. but you don't care because you people think that the deaths of americans are acceptable. https://t.co/ourpqq5chc,-1
@realdonaldtrump more bad stuff indeed,0
@heavenleigh828 @johnbrennan @realdonaldtrump hunter biden burisma payments detailed in treasury department reports - washington times https://t.co/bmszcpya8d,0
@kelly_neidert @realdonaldtrump good for america @kelly_neidert,0
"@realdonaldtrump just like the real estate developer ""milton"" in the devils advocate? you are right on gods timetable too to meet his messenger with chain innhand",0
@realdonaldtrump #trumpmeltdown is an embarrassment to the usa! https://t.co/inc7yyqctp,-1
@realdonaldtrump drinking the kool aid,0
@allycinhicks @katrinapierson @icecube @realdonaldtrump i understand that but do you think hiring based on race and not qualifications is fair? these companies are just saving face right now. going along with blm. why didnt they do this any other time then if they really cared,0
@whitney_skip @kealoha20 @realdonaldtrump @randpaul trump is presbyterian. none of these candidates are evangelical’s.,0
@dtargaryen888 @realdonaldtrump @secretservice jack said ur bad,0
"@bluevotr @realdonaldtrump yes, in a prison psych ward https://t.co/1kfhtmblxa",-1
"@realdonaldtrump bring it, you fucking crybaby !! tell me more about: your chinese bank account, ivanka's many dealings with china, jarrod's security lapses, shall i go on ?? you are the most corrupt president in history !!! #trumpislosing #trumpisacriminal #votebluetosaveamerica #votetrumpout",-1
@realdonaldtrump @femorgane1 no,0
"@ampdemocracy @katrinapierson @icecube @realdonaldtrump oh puleeze! u really believe chump, who refused to denounce white supremacists just a couple of weeks ago and called them good people after they had killed a peaceful protestor in charlottesville, is gunna keep his promise to @icecube! https://t.co/qs8kfu2c7c",-1
"@nizamwalji @donnafedwards @joebiden @realdonaldtrump no, we just don't want a career politician who is button up and knows how to answer questions. we want the guy that us brash and a little cocky but tells you exactly what he will do and does it.",0
"@renee2day7 @repmattgaetz @realdonaldtrump if we were all judged by the actions of our children, we’re all guilty of something. donald trump is a known criminal and the longest running joke in the world. i don’t blame him for a lot of things he’s done because he doesn’t have a clue, but he has to answer for some actions",-1
@presssec @realdonaldtrump yes. negotiating peace agreements with countries who aren't at war and never have been at war with each other is a tremendous achievement alright... beautiful! 🙄,0
@lndechant @abigailmarone @gop @realdonaldtrump mcconnell controls the @gop,0
"@magmarcarelli @leo60365725 @voiceofacanuck @whitehouse @realdonaldtrump @cvshealth @walgreens wonder if they know the difference between candida and canabis. either way, lazy cliche.",0
@cmcshane12 @myayaym @palmerreport @realdonaldtrump @tim09036591 you don't need to sic anyone else on me. i've said all i need to say anyway. my grandmother always said the truth lies somewhere in the middle and i think she was a pretty smart woman.,0
@bigmomma453 @aaronpa73475144 @amuse @realdonaldtrump or people can wear them around people because it’s considerate and safe 🤷🏻‍♂️,0
@realdonaldtrump @foxandfriends america has watched as the republican party stopped pursuing its animating principles of freedom and opportunity and instead gave up its voice on things that mattered. https://t.co/mdudagh5ec,0
@carysimonds9 @drwthereal i really hope that @realdonaldtrump knows how much america truly loves him &amp; appreciates the sacrifices of him &amp; his family. @donaldjtrumpjr @erictrump @ivankatrump @tiffanyatrump @flotus #bestpresidentever45,1
@specialhelene @teamtrump @realdonaldtrump the majority were lies. 🤣😂. he said we had the greatest economy last year 🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😭😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣🤣😂🤣🤣😂🤣🤣😂😂🤣😂😂🤣🤣😂🤣😂😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣🤣🤣🤣,0
@realdonaldtrump https://t.co/ibapfq6d0z,-1
@piersmorgan @realdonaldtrump notice that piers didn't say he respects the man himself.,0
@realdonaldtrump @cspan https://t.co/kqv5egahcl,-1
@realdonaldtrump @60minutes looks like another heap of blank paper https://t.co/ulzp78qr3e,0
@flamagaman @sidneypowell1 @realdonaldtrump https://t.co/yp8gbnvphx,0
@photowhitehouse @realdonaldtrump never trust a hoofed foot demon with a tan line,0
@realdonaldtrump https://t.co/9bgujig7kw,-1
@realdonaldtrump your time is about up.,-1
@twit_anthony @realdonaldtrump trump better leave this country if he looses. lock him up 👮🏿‍♂️👮🏿‍♂️👮🏿‍♂️,-1
@conservationpa and remember ... the #trumpvirus truth not required @realdonaldtrump @seanhannity @melissaafrancis @ingrahamangle @gopleader @jim_jordan @mattgaetz @jaketapper @kaitlancollins @jimsciutto @gtconway3d @aoc,-1
"@donwinslow so, a medal of freedom costs $75 million. trump’s tax cuts netted sheldon far more than that. @realdonaldtrump @senwhitehouse",-1
@isoldabolsonaro @realdonaldtrump 👍,0
@xarmandkleinx @missilmom @realdonaldtrump @gop left can't have this. that infant should have been aborted,0
@ivankatrump @realdonaldtrump https://t.co/bkrvljzjkr,-1
@bingoplr @realdonaldtrump you and him are the swamp. gfy idiot,-1
@nadinekeller26 @realdonaldtrump fuel dependents leads to foreign wars.,0
@realdonaldtrump you are a liar not a president you have go,-1
@realdonaldtrump the movie it’s called “raising arizona “ you’re so dumb.,-1
@tiffanyatrump @realdonaldtrump https://t.co/twscrs24jm,-1
@repmattgaetz @realdonaldtrump matt gator or gaetz is always more stupid than any other human being except donald drumpf.,-1
@realdonaldtrump gtfo of az ur rain is over bud go bk to firen ppl for television pleasure honestly,0
@realdailywire @benshapiro @realdonaldtrump i did not vote for trump in 2016. voted libertarian (johnson). libertarian has a better choice this time with jojo. but. the democrats have lost their f*ckn minds. so to i will be voting trump in 2020. and the dems can blame themselves.. trump2020!!,1
@realdonaldtrump trump is a lying racist pig!! that’s why i voted for joe biden today!!,-1
@kherriage @realdonaldtrump @joebiden @joerogan just one of the few prominent personalities willing to avoid running with this flag or that flag and thinking for himself,0
@realdonaldtrump @tedcruz why can’t we have 2 moderators for the debate? a conservative can ask biden questions and a liberal can ask the president questions. at least it wouldn’t be all softball questions for biden.,0
"@winightcheese @realdonaldtrump there were no witch hunts, b/c the republicans had the **courage** to accept the results of an election. the left doesn't have that courage...",0
@kirstiealley @realdonaldtrump https://t.co/pm54rif3mh,0
@therightmelissa @jameshu94283365 @hkrassenstein @realdonaldtrump @60minutes once again... fauci is a dam fraud...,0
@mikandynothem @michaelbeatty3 @joebiden @realdonaldtrump @erictrump @donaldjtrumpjr @randyrrquaid @millie__weaver @ryanafournier @realmattcouch @usalovegod @polishprincessh @beg1girl @farm_girl_76 looks like they’re geared up https://t.co/f6o7pot3rc,0
@hughhewitt @nypost @nytimes @realdonaldtrump huh hewitt?,0
"@realdonaldtrump @60minutes blank pages, just like your brain, you dumb ugly clown.",-1
@fatima_italia @realdonaldtrump @1adjutor @221thetruthx707 @777stl @8_27j @abodon_5 @adriana_donati @agricololory @ajf0626 @alphawhisky4u @ammcouat @annalizzy68 @arenafirearms @baba_yaga911 @bcm_solt @bearclaw_d @bethdeangelo1 ifb #maga!🦅,0
@wolfblitzer @realdonaldtrump @joebiden @kamalaharris @govwhitmer @cnnsitroom i think he is really describing himself. he is so boring,0
"@whitehouse @realdonaldtrump how are you gonna do that when you want to destroy medicare, medicaid,and eliminate obamacare. and now we learned you have a secret plan, to turn over social security to wall street investors. trumps plan screws seniors big-time",-1
@mom4boca @kirstiealley @realdonaldtrump yeah. kirstie doesn’t care about people dying or economically hurting now. she’s just looking at her stock value.,0
@danscavino @malgorz59843001 @realdonaldtrump #confirmacbnow #votetrump2020tosaveamerica #voteredtosaveamerica2020 #voterepublican #maga2020 #blacksfortrump #praying #forrepublicanwin,1
@realdonaldtrump aka little lord fauntleroy trump try again.. now let us talk about your taxes. @gop @texastribune #elections2020 #gop #gophypocrisy @senatefloor @usatoday @cnsnews @projectlincoln,-1
@joebiden @realdonaldtrump it would have been worse with you. you would not have shut down china.,-1
@realdonaldtrump this guy wants to lick my balls! it's the real deal!,-1
"@cbsnews @nbcnews @abcnews @cnn @joebiden @realdonaldtrump harris could end up president of the us. why don’t you biased, liberal, dishonest clowns inform americans about her relationship with a married willie brown? his political machine is the only reason she’s here.",0
@realdonaldtrump @potus are you sick? #youtryandfail,-1
@realdonaldtrump 🤢,0
@therightmelissa @realdonaldtrump this is a lie. nothing like this happened in france. stop this bs.,0
"@andicanderson @realdonaldtrump long walk from da plane, da plane",0
@patricialriver5 @realdonaldtrump https://t.co/ypycjhu2jm,0
@steddy_b @trappletrapple @bluedogpatriot @shooobz @realdonaldtrump @stetson @ stetson lane. would you care to speak on the subject of racism?,0
"@realdonaldtrump @breitbartnews why are u so obsessed with her? it’s creepy, donald. you’re creepy. #byedon2020",-1
@gop @realdonaldtrump https://t.co/fvxrdzdr5w,-1
day 214 of 15 days to flatten the curve. #nj #newjersey #murphy #covid19. @realdonaldtrump please send help! we are being held as political prisoners by @govmurphy ! ( @billspadea ),0
"@realdonaldtrump now that’s what i like to see, behind in the polls 🤔i don’t think so!!!",0
@dineshdsouza @realdonaldtrump lol you’re so right. also i’m totally waiting for anthony wiener to start a snack meat called wiener’s wieners,0
"@whitehouse @realdonaldtrump i doubt that. my medicare premium hasn’t changed except yo adjust up for inflation. check the facts folks, these guys will say anything to get a vote, true or not.",-1
@borisep @sebgorka @joebiden @realdonaldtrump how about that hardball question he was asked there? what flavor ice cream did he buy. get real.,0
@jesse_r85 @w_terrence @fleccas @prayingmedic @realdonaldtrump @donaldjtrumpjr @dbongino https://t.co/t9mhznkaki,0
"@realdonaldtrump then came your policy of mistreatment of asylum seekers, with it's baby jails, deliberate creation of orphans by separating children from their adult familiy members, and other human rights violations by your dhs. /2",-1
"@noahshachtman 50/50 is still ""non-zero"". this is #treasonous behavior, and @realdonaldtrump not only knew about it but participated in it. this is a plan to undermine the u.s. #election using a #foreignpower. #trumpisatraitor",-1
"@realdonaldtrump @breitbartnews what questions? even if the email is real, it doesn’t reflect anything illegal or unethical.",0
@realdonaldtrump @foxnews all trash mr president https://t.co/b4fuybswi3,0
@realdonaldtrump @cspan lost. you are lost. stay lost. lost is a really really good place for you to be. another words... just go away.,-1
@ronaldcanadian @kayleighmcenany @realdonaldtrump feck off troll,0
@realdonaldtrump you say your not a politician. you say you work for the american people.i do not see covid protocols in place. i see you parading around the country having rallies that are virus spreaders. i do not see any stimulus bill. i do not see any social reform. all i see is campaigning.,-1
@resistinfla @tesslass @realdonaldtrump oh i like the easter bunny,0
"@gop @realdonaldtrump wrong. you elected an unfit, corrupt traitor who has been impeached but not removed due to the unfit and corrupt traitors in the @gop. #votethemallout https://t.co/yjrqfdckrd",-1
@shortninbread @dineshdsouza @realdonaldtrump that was taken in an office while shooting on camera. but ok,0
@gop @realdonaldtrump agree https://t.co/ttabdlbvmf,-1
"@realdonaldtrump dammmmnnnn , thats a lot of people . go trump! go trump! go trump! keep making america great! btw, dont give a rats ass about your taxes . amazon and many others pay no taxes . your a business man and im not stupid . i know how these things work .",1
@silviamijango @ingrahamangle @realdonaldtrump @rudygiuliani @tuckercarlson @seanhannity you're a dumb fuck. bet you supported the suppression and censorship of the biden article. however you post a fake story that a. fraudulently obtained. 2. was of him and a microphone. 3. a blatant setup. i wonder what your thoughts of joe actually touching little kids is?,0
@andrewpollackfl @realdonaldtrump they are like wind and clouds without rain.,0
@gopchairwoman @realdonaldtrump https://t.co/b73jtbpd6n,1
"@chuckgrassley @realdonaldtrump holy run-on sentence dude. here's some punctuation, looks like you need some. .... ,,,, ???? !!!!",0
@realdonaldtrump you're going to lose bigly.,-1
"@toddstarnes @realdonaldtrump i'm always amazed that liberals talk as though they are so concerned about people's souls yet they turn a blind eye to the destruction their party's lies are causing in every area of our lives. i'm going with the person who loves life, freedom &amp; god.",0
@kirstiealley @realdonaldtrump scientology &amp; trump she sure likes her cults. qnon kirstie,0
@fakeschilling @nashaway @votebluebrett @realdonaldtrump swing and a miss. nice try though,0
"@wtf202051636444 @cosweda @realdonaldtrump your ""voting plan"". they all have said it... what does it mean? show up and vote. why do you need a "" plan""?",0
@realdonaldtrump keep up the good work president trump. during the next debate on 10/22 no need to interrupt. plenty of icebergs out there. let the bidentanic hit one and sink himself.,1
@outofcontroljb @realdonaldtrump that's hilarious!!! 👍👍👍,0
@jgilliam_seal @realdonaldtrump and yes...i too believe she was a plant! more fake news!!!,0
@kirstiealley @realdonaldtrump who cares who you vote for?,0
@npr @realdonaldtrump @nocontextpawnee https://t.co/hlvzqalmcb,0
"@danwetter @libertariansjoe @glennbeck @realdonaldtrump they think all drugs should be legal, and that the american taxpayers should pay for their healthcare. that's the 'modern' libertarian party....an empty shell, and nothing like its former self.",0
@realdonaldtrump trump is pure evil!! -kyle griffin breaking nbc: lawyers say they can't find the parents of 545 migrant children separated by the trump administration. https://t.co/rc53vqwdwn,-1
"@realdonaldtrump ""indian tribe"". holy fucking shit &amp; jfc.",0
@realdonaldtrump @nypost right.. https://t.co/lwyofk9ze2,-1
@realdonaldtrump @60minutes dumb b*stard ... lying.trump,-1
@realdonaldtrump @foxandfriends what lies are you going to spew this morning,-1
@realdonaldtrump @realjameswoods @dbongino @ryanafournier @charliekirk11 @benshapiro @sherrim61506976 did you notice that the guy behind trump changes to a woman during the commercial right after they discuss trumps taxes?,0
@realdonaldtrump crybaby.,-1
@axiom_pat @michaeljshearer @beaconjournal @50cent @realdonaldtrump you can make your decision and vote for who you like. i might not like it but i'd still respect you as a human being. have a great night.,0
@claudiatenney @stevescalise @realdonaldtrump 🌊🌊🌊🌊🌊🌊🌊🌊,0
@merrilllynched @realdonaldtrump @marklevinshow @foxnews @stevehiltonx when has it worked?,0
@realdonaldtrump they are so excited!. first time they see a boeing 747 so close!,0
@realdonaldtrump just. wow. fucking moron.,-1
"@bfraser747 @realdonaldtrump @potus and mine, too!",0
@realdonaldtrump savannah really had you sweating the other night. you were wringing those tiny hands and looking like a total loser sad! ratings were waaay down though so maybe not many saw,-1
@realdonaldtrump @foxnews rigged rigged fake news polls poor little me me me,-1
@realdonaldtrump 👏👏👏👏👏👏 https://t.co/uaveax9csp,1
@ellie36717285 @hroyan4 @trumpvoterwtf @realdonaldtrump can you share those please?,0
@realdonaldtrump big day for the demise of our country. that's one thing you're good at.,-1
@realdonaldtrump trump the super spreader!!,-1
@thedemcoalition @joebiden yes! we need president donald j. trump @realdonaldtrump 20 more years!!!!!,1
"@natsechobbyist @realdonaldtrump ma'am, you are every bit as classy as your husband. thank you for your service.",0
@bonzing66 @realdonaldtrump https://t.co/imafx0uszs,1
@sidneypowell1 @realdonaldtrump @realrlimbaugh i still want to know why wieners laptop information regarding hillary and huma hasn’t come to light? why? the fbi is corrupt and hearing bobulinski is turning over his evidence to them sickens me. poof it’s gone now too,0
@realdonaldtrump @nypost nyc for @joebiden https://t.co/twcov9jmch,0
@realdonaldtrump https://t.co/qfisx23ypy,-1
@santiagoaufund @klendathucap @tavicosta @fundstrat @realdonaldtrump @joebiden @apollotradingsd @metresteven @coloradotravis i blocked him so i didnt have to listen to his infernal blabber @raoulgmi too with his 47383837477282th “macro framework” of the week 🙄,0
@unsingingchoirs @heckyessica @realdonaldtrump yup not voting #liberal not voting #progressive not voting #socialist not voting #socialdemocrat not voting #communist not voting #democrat not voting #antifa not voting #blacklivesmatteralso only one candidate on the ballot delivers on #conservative positions.,1
@dshesgreen @realdonaldtrump #stoparmenianaggression #stoparmenianoccupation #dontbelievearmenia #osce #eu #europeanunion #ep #europeanparliament #un #unitednations #france #macron #russia #germany #karabakh #azerbaijan #macron #france #karabakhisazerbaijan #emmanuelmacron https://t.co/qkhqpxg1m4,0
"@m_clarkson78 @funder @realdonaldtrump just as there was zero evidence that trump was colluding with russia, but you nut jobs sure ran with that story and still screech about it every chance you get. stfu! stop trolling your president, it’s a very unhealthy obsession and quite pathetic tbh.",1
@noah161_ @realdonaldtrump a cult motherfucker like you would have got sideways bitch slapped. 💯,0
@harrison_of_tx https://t.co/a5qs8m7w0m @realdonaldtrump break this please harrison.,0
@realdonaldtrump you deserve to experience the hurt you inflicted on these children,-1
@realdonaldtrump tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... tiktok..... november third....... https://t.co/yos2ofzeqd,-1
#trump2020tosaveamerica @realdonaldtrump #danbongino,1
@capehartj not a time to tweet about what @realdonaldtrump wouldn’t do. let’s just honor the beauty of how joe handled this. #epiclove,0
"@realdonaldtrump show us who you owe $400 million dollars too! oh and your 2011 thru 2019 taxes, which aren’t under audit.",-1
"@dcunite51064177 @benbaca2015 @ralstonreports @joebiden @realdonaldtrump @jomalleydillon @jomalleydillon didn't say don't get complacent, she flat out said the national polling was inflated. she said they're wrong 😂😂",0
@realdonaldtrump #crazyuncletrump https://t.co/kh34b1rawa,-1
@realdonaldtrump @breitbartnews https://t.co/uxj85c9qnn,0
@vikingfaith @cephalodecapod @repmattgaetz @realdonaldtrump https://t.co/dnstrg2gtd,-1
@realdonaldtrump https://t.co/6fyabkv5iz,-1
@realdonaldtrump #bidenharris2020 #votebidenharris #time4trump2go #votetrumpout #trumpworstpotus #trumpisracist #lockhimup #trumpisafelon #trumpkilledamericansbynotmandatingmasks #maskssavelives #bidenwonthedebate #trumpvirus #trumpmustgo #trumpcrash2020 #trumpgenocide #trumpliesamericansdie,-1
"#thefive @realdonaldtrump @realjameswoods @cnn @theview #morningjoe take the medal back from the traitor biden,and give it to the computer repair store owner !!! https://t.co/ilgxfqqq60",0
@catturd2 @realdonaldtrump indeed ❗️,0
@realdonaldtrump 🤣🤣🤣🤣 where's your proof?,0
@teamtrump @realdonaldtrump once again,0
@teamtrump @american1299 @realdonaldtrump good. glad he did. so sick of these lying dems!!!,0
"@rickythegee @teamtrump @realdonaldtrump so rick, that is really funny. that is your take away from that town hall.",0
so now the great child defender @realdonaldtrump is going to lock up his own attorney @rudygiuliani according to q? it gets so confusing with all the twat waffles involved.,-1
@realdonaldtrump i don’t know what polls to believe the media or yours but i have a feeling that you will win with polls not being the most accurate way of seeing the support of the people.🇺🇸#trump2020,1
@donaldjtrumpjr @realdonaldtrump https://t.co/s36anh4za0,-1
@kloeffler @realdonaldtrump @herschelwalker he's no atilla the hun.,0
@realdonaldtrump https://t.co/r8ohfdlyah,0
@realdonaldtrump expose them for the liars that they are. show the world how the media manipulates the truth for political gain. unfortunately there are those that still do not understand this.,0
@davejenkinsroav @realdonaldtrump god bless you,1
"@hkrassenstein @realdonaldtrump @sensasse yeah, well two words, amy barrett.",0
"@realdonaldtrump you dont understand the impotance of the testing. you got to use it to track the infected cases, and isolate those who have been in contact with them. the rest of the world do this with sucsess, do you?",-1
"@lyndadhenry @anntkag2020 @realdonaldtrump i went back to gab and my account was cut off, i guess from inactivity. i joined again under this name and started over again. after the election, i doubt i will look at twitter for a long time. twitter is a toxic product of our times.",0
@realdonaldtrump shut up.,-1
@realdonaldtrump @marklevinshow @foxnews @stevehiltonx https://t.co/1arbwrpbf3,0
"@repmattgaetz @realdonaldtrump here we go again!!! trump played this card in 2016, with hillary clinton. this card is played out!! trump is the ones with dealings with putin directly! little rudy communicated with russia himself lately. also rudy g. own daughter wrote came out and said vote for joe biden!",-1
"@realdonaldtrump lie lie lie!! you’re losing, you know it so your claims are getting more ridiculous and outrageous. your sycophantic base may buy your bullshit, but those of us with brains have already voted for biden!!",-1
"@unleashthetea @realdonaldtrump breaking: trump's campaign is broke, too. #maga https://t.co/kxjvcirlgv",-1
@wionews @realdonaldtrump @joebiden @palkisu religion binds individuals more than anything else,0
@arabiansongs @realdonaldtrump the whole world lauded and signed on to that deal.,0
