texto,real
"@americanair retrain in customer service first, make proper adjustments when cancelled flightling flights. own up to your mistakes.",-1
@americanair wish you had a better mobile app. you should look at the app from @united as it is much more seemless to check in,-1
@americanair delayed flight six hours. missed international connection= extra night in a hotel and still have to pay for a 15lb surfboardbag,-1
@americanair dmed the name,0
"@americanair no vouchers 4 cancelled flighted flight due 2 weather. today's issue, broken tire. no vouchers cause tire was broken by weather. #nomoaa",-1
@americanair worst airline! you cancelled flight our flight and don't even let us know even though we are traveling with children.,-1
"@americanair long mait. repair wait at gate - capt said ""paperwork formality""- forced to check bag rudely-returning cc reader doesn't work",-1
@americanair one hour to check in is 45 minutes too long. mia fail.,-1
@americanair thx for showing me that your twitter appreciates me more than your employees. sure another airline would like my $1300 #nohotel,-1
"@americanair thanks! a response is better than nothing at all {ahem, @usairways}",1
@americanair i can't get through to a customer rep to help me out. this is the only option i have got.,-1
@americanair those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!,1
@americanair flight 353,0
@americanair she could even see that i had tried to make the transaction but wouldn't offer me the price i'd tried to purchase it at.,-1
"@americanair @usairways ""ma'am if you have a complaint you should visit our customer service desk"" {sees line ~45 people deep}",-1
@americanair @united we'll have time and they aren't doing a damn thing. i'm the guy in the winter hat and frowny face,-1
"@americanair so much for status, ep and 1.5 million miles. revenue first class ticket and im sitting in coach thanks your rude cs staff",-1
@americanair @united just deplaned at o'hare gate k13. why don't you send a customer service rep to discuss my situation? god knows...,-1
@americanair i dm'd you. anything you can do?,-1
"@americanair by the time the 2 hrs passed before i got a call back, the ticket was more $$. it wasn't my fault yet i had to pay extra",-1
@americanair this is all i gotta say to y'all &amp; your staff... for real http://t.co/rkprxtgvfl,-1
"@americanair no, it wouldn't let me complete transaction because it was one way from barbados to nyc",-1
@americanair: my brother's flight into dfw was cancelled flightled yesterday. are you flying from ont to dfw today?,-1
"@americanair the customer service today is unsat, flight cnx, not notified, called for 6 hours and the phone line does not even let me hold",-1
@americanair refund,-1
@americanair i'm still patiently waiting for a response to my complaint email on fri. what is the normal response time?,-1
@americanair the flight i'm trying to change is in 4 hours and i've been trying to reach an agent for 72 now. this is unbelievable.,-1
"@americanair why is it ok that no-one can help me with the bag you lost on my honeymoon 3months ago, this is not responsible or professional",-1
"@americanair sjc-&gt;lax. after the fourth time, i gave up!",-1
@americanair my flight to san angelo via dallas from orlando cancelled flighted help! on hold and disconnect,-1
@americanair @_lucy_may surely much better to let us all share the feedback unless you have something to hide?,-1
@americanair your staff at jfk airport are discussing the way we we're left stranded,-1
@americanair can you add my ktn to an existing reservation? it's not letting me add it online....,-1
@americanair still no response from aa. great job guys!,-1
@americanair i need help cancelled flighting an upcoming flight made with aadvantage miles. record locator hfjkto. can someone please assist?,0
"@americanair confused at the definition of a ""preferred seat."" i paid extra for one and got a regular seat with no legroom. unimpressed.",-1
@americanair lost black wallet at #dallasairport.i was on flight 2208 to cle.would appreciate ur help. last i used it at @starbucks on a20.,0
"@americanair thank you, but i'll be cancelled flighting my return flight, as i've already rebooked with another airline so i can get home today.",0
@americanair fl 249 to dfw is leaving newark on time but is going to nashville first. will i get stuck in nashville?,0
"@americanair howdy, having trouble getting rebooked after flight cancelled flightled. can't get thru via phone and web erroring out. can you help?",-1
@americanair oh yea? that's it? c'mon buddy! bring your special friend @united to the conversation - they seem to be doing nothing at all,-1
@americanair why are there only 2 agents at domestic check in at mia?! wtf? huge lines and many people with cancelled flightled flights.,-1
@americanair i was told i had a 20minute wait time after waiting hours. and an hour has gone by. this is ridiculous,-1
@americanair i dmed,-1
@americanair don't see response!,-1
"@americanair gotta love those skycaps, solving problems faster than anyone else in the terminal. and they did it with a smile on their face",1
@americanair you guys need to educate your employees on what a pink tag is and stop losing my guitar for the 10 thousandth time!,-1
@americanair pretty frustrating when you can't even stay on hold to get help after a flight cancelled flightation!,-1
"@americanair @united you're both equally terrible, and i'm going to fight until i get complete satisfaction for how we were mistreated",-1
"@americanair @united wrote back saying 'it's been a challenging week...that's for sure"" - no shit.",-1
"@americanair @united contact me, or do something to alleviate this terrible, terrible service. but no, your 22 year old social media guru",-1
"@americanair @united week is going to make up for anything, or put me at ease. you should be asking me how you can fix things, how to...",-1
@americanair @cnnbrk they didn't address the assult or drinks spilled on her the drunk passenger had to have a wheelchair to get off plane,-1
"@americanair @united and a complete lack of faith in your companies. it's really a shame that you think telling me ""it's been a challenging""",-1
@americanair priority baggage evidently means it comes out last,-1
"@americanair @united getting us to where we need to be. this is not acceptable. not to mention, cancelled flighting meetings/interviews for my client",-1
@americanair between your airline and @united i've now spent three extra days traveling (domestic) and spent hundreds of dollars...,-1
"@americanair has the worst flights and customer service, this is the second time i've been cancelled flighted. gotta pay for hotel and find rides now.",-1
"@americanair flight from dc to la, not to mention fix the circuit breaker in our bathrooms because this plane is as old as me...",-1
@americanair what an incredibly arrogant thing to say while i sit here at o'hare waiting for your incompetent airlines to refuel on a...,-1
@americanair why is it from june 1 thru december 31 there are no bus/first milesaaver awards available from cun to nyc? #explain #whyfly,0
@americanair @cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help,-1
@americanair please improve business extra flight reservation process. can't book online? what century are we in? 25 min+ on hold,-1
@americanair i tried already and i am on the waiting list for a call back #2hourwaitsucks,-1
@americanair the most stressful morning and still had to pay to check a bag. lax is a madhouse with a lot of angry customers. yikes,-1
"@americanair its only 1500 characters, i will respond via formal letter. trust me, i have plenty to say.",0
"@americanair as of now, will do my best to never fly w/ #americanairlines ever again. y'all have made this a day to remember.",-1
"@americanair 4 phone calls, 2 hrs of being sent back &amp; forth between two lines in the terminal and it's the skycap that finds a solution",-1
@americanair thanks for the response.tough night for all involved. our flight got cancelled flightled as we started taxiing down the runway.,-1
@americanair what response? is our flight out of montrose cancelled flightled or not?,-1
@americanair thank you for responding rather quickly btw,1
@americanair the saga continues..,0
@americanair thanks for the dm rescheduling. unfortunately your operations process at lax is chaos &amp; the reps refused to print the ticket,-1
@americanair ok thank you!,1
@americanair could you guys follow me so i can dm yall please,0
@americanair cancelled flighting my flight today because of weather in dallas without being charged?,-1
@americanair no. i was told i got put on another flight and that i would get an email. still haven't gotten one yet.,-1
@americanair please try it yourself - call 1-800-433-7300 and see what happens... then you'll understand. #allrepresentativesbusy #nooption,-1
@americanair thank you! cc: @packermama1,1
"@americanair i tried to check in, but they redirect me to call in to @usairways, which i also can't get into contact with",-1
@americanair flight delayed 3 times today due to flight officer. 4333 from pit to ord. 5 hour delay to date. #bademployeeproblem?,-1
"@americanair --(pt 2) and the aa reservations phone number has been less than helpful, telling me to change things online when i can't.",-1
@americanair yes but not with much help from you guys,-1
@americanair thank you for not cancelled flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst,1
"@americanair are there any travel advisories for toronto, on today? i can't access anything regarding international travel on your website--",-1
"@americanair i understand that. but 14 hours late flightr, i still haven't heard a word! how can you plan your week with no zero information!",-1
"@americanair two were non revs, right?",0
@americanair check your dm please,0
@americanair finally called! can't get met seattle so refund will be processed. thanks,1
"@americanair my reservation is on hold, not me. wish i was on hold but that's not possible with the phone issues at #americanair",-1
@americanair the app doesn't allow canadian address. i used the mobile canadian site and it will not let you select a passenger.,-1
@americanair you are having phone issues. please fix it!!!!,-1
"@americanair i can't!!! no one can't get to ""hold"". you can't get past the automated reply. it hangs up on you. #frustrated",-1
@americanair trying to get home is beyond complicated. it's should not be this hard. students are split up and we will not fly aa ever again,-1
@americanair is your website down? i haven't been able to check in to my flight all morning.,-1
@americanair can you tell me why flight 1542 from dfw to phl was cancelled flightled for tomorrow?,0
@americanair how we looking? we going to be able to get out on time? #flight353,0
@americanair my boyfriend was supposed to be home saturday but his flight from dc was cancelled flightled yet again. please get him home!,-1
@americanair i tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been cancelled flighted i have to get home for a surgeryhelp,-1
@americanair - answer the phones. trying to change a reservation and haven't been able to get a human to pick up in two days.,-1
"@americanair now because you couldn't add my ktn, which i asked for numerous times and no one answers the phone, i missed my flight!!#upset",-1
"@americanair flight us1562 from ric2dfw was cancelled flightled yesterday &amp; i was on hold w/ cust. service from 6-10pm est...4 hours, no answer...",-1
@americanair got off the phone w/ rep now flight has disappeared. locator irrlcd she said i was rescheduled. help please.,-1
@americanair =unamerican airlines just lies and poor customer services...,-1
@americanair thank you,0
@americanair they @cathaypacific @cathaypacificus can't even tell me what country they are in 😥😥,-1
"@americanair i sent you a dm, can you please help.",0
@americanair awesome flight this morning on aa3230! awesome crew and even landed early!,1
@americanair yes. just sayin' that was a particularly poorly handled situation.,-1
"@americanair i had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my us card for a 1 way into nyc",-1
@americanair - and @airsouthwest had a flight from chicago to buffalo about an hour before our flight -- do they not care about safety?,-1
@americanair can you?,-1
@americanair could have voided the ticket since it was &gt; 24hrs since flight booking problems. are you going to waive the fees? still can't get through.,-1
"@americanair - so does that mean your other flights going into buffalo from other locations, you don't care about their safety?",-1
"@americanair i've been in line for over half hour trying to see a representative, now i might even miss the next flight too, unacceptable",-1
@americanair been trying to speak to agent for 24hrs about my cancelled flightled flight but reps always busy. how do i get ahold of you?,-1
@americanair please follow me.,0
@americanair any way that we could look at other options for today?,0
@americanair you're almost as bad as @united,-1
@americanair @usairways use the app you say?? http://t.co/wny9tzsr8n,-1
@americanair there is two hour wait,-1
@americanair can't get thru to anyone on phone,-1
"@americanair when do you anticipate decisions for cancelled flightlations at dfw tomorrow morning? need to rearrange hotel reservations, etc. asap!",-1
@americanair i saw it finally come through on the mobile app. however it's for tomorrow and i have meetings tonight that i'm trying to make.,0
@americanair i've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. please advise!,-1
"@americanair @usairways ""but i take meds that make me severely dehydrated"" {sigh}",-1
"@americanair dm me your email address, i will tell you my ordeal, then you tell me what you think is fair",-1
@americanair i did set up notifications through aa &amp; us airways. still nothing,-1
@americanair how can i get travel question answered quickly... online and calling not helping with this busy day,-1
"@americanair upon entering plane to 2 @usairways stewardesses: ""can i have some water?"" ""no we don't do that. please take your seat""",-1
"@americanair the website won't let me view my reservation due to ""changes made outside http://t.co/nwf2fka8fy"". i'm on hold now to get help.",-1
@americanair i meant can you use the 50k bonus sign up mileage for alaska flights or only american?,0
@americanair @usairways outbound flight: 2 hour delay b/c air traffic &amp; 2 gate changes dividend miles member gets no email or text updates,-1
@americanair record locator oaaret got email we couldn't be rebooked but got no notification flight was cancelled flightled,-1
@americanair please confirm 2917 from cid-dfw at 11:30 departure will be/is cancelled flighted. don't want to make the hour drive!,0
@americanair huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife,1
@americanair #oaaret is our flight cancelled flightled?,0
@americanair it's not a friend it's a legally required chaperone on a school trip.,-1
@americanair @rldelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is cancelled flightled,-1
"@americanair it's more than technical problems. #frustrated #answerthephone 
res. on hold and can't get thru to use a credit to pay for it",-1
"@americanair good morning, please let me know if i will be able to get those luggage tags. tx!",0
"@americanair cancelled flighted flights, now i'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv",-1
@americanair on hold again....estimated 2 hr hold,-1
@americanair they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help,-1
"@americanair supervisor m.robinson just served a lot of attitude, cancelled flighted my flight out of spite, then put me back on on #crazybitch",-1
@americanair at gate c11. your gate agents are turning paying customers away in favor of non revs,-1
@americanair the one at 11:30am? my app still shows it as on time!,-1
@americanair @andyellwood @delk lol. i was sure i'd wake up to more of a response than this half-thought auto tweet. hope you made it out.,-1
"@americanair aa2334 second week in a row delayed, due to mechanical issues. all the sleet outside and yet we're stuck changing a tire",-1
@americanair thanks hoping that by wed i can get back to dfw,1
@americanair @delta @virginatlantic i need a vacation from all this ice! http://t.co/45ktssk18j,0
@americanair keep trying to call to change reservation and you keep hanging up on me,-1
@americanair will do. appreciate the replies though.,1
@americanair although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie,1
@americanair how are the runways at dfw? will you be flying late flightr today? thanks.,0
@americanair bring my fiancé @meerikangas back to me!,-1
@americanair hahahaha! this is crazy! well here's to another night at the airport!!,-1
@americanair kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,1
"@americanair but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?",-1
@americanair @hoagy10 how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs,-1
@americanair work would be much better with my lesson plans and music for my classes today.,-1
@americanair your call system is a fucking joke,-1
@americanair at lax &amp; just got off the phone w/reservations. every flight that'd get me to bos before 11 am tmrw is apparently unavailable 😐,0
@americanair are you anticipating weather-relate flightd cancelled flightations for afternoon departures out of aus today?,0
@americanair no worries. don't blame you for weather.,0
@americanair you moved us onto 6.55pm but there is availability on 1.50 and 3.30. no answer on your phone. have young children. help!,-1
"@americanair it's our honeymoon,i paid extra business. i was sitting next to my bride, you bumped me because of status. disgusted",-1
@americanair deplaned for the 3rd fucking time. fuck you aa.,-1
@americanair how do i redeem a travel voucher for a flight if i can't reach a travel agent by phone? my hold expires in 24 hours,-1
"@americanair thanks, but that results in missing the conference i'm attending. are there options to book earlier,or if not,receive a refund?",-1
@americanair it has been almost 4 hours and i have heard nothing yet from your reservations team. what am i supposed to do?,-1
"@americanair you cancelled flightled my flight due to ""weather"" when others are flying out just fine. no compensation, no resolution. incompetent.",-1
@americanair 8 hours on the phone yesterday. really? still doesn't pick up status on us air flight.,-1
@americanair i need to be back in cleveland as early as possible tomorrow,0
@americanair worst experience ever. @virginamerica all the way!,-1
@americanair calling at 1am to tell me my flight has been rescheduled 12 hours late flightr than it was supposed be to seems like a bad solution,-1
"@americanair i fail to see how telling a caller that a bag may take ""18 hours"" to get from jfk to brooklyn is ""the best we can""",-1
@americanair thanks to jacqueline in clt for cleaning up @amexserve and @usairways mess!!! awesome service,1
@americanair it's not about the weather. it's about the fact that i can't get ahold of anyone to help. but you can tweet me back.,-1
@americanair please message me for assistance - can't get through to anyone.,-1
@americanair - trying to track down backs for two of my attendees #help,0
@americanair i've witnessed a manager named denise yell at 2 different customers with my same issue. #rude,-1
@americanair how comes no one has answered my calls or emails?,-1
@americanair at lax and your service reps just hand out the 800 number to call. so that's not helpful.,-1
"@americanair extend rtn flight to bereavement, 22nd i could have change fee dropped, now told no.worse day of my life #badcustomerservice",-1
@americanair i've tried ten times now last night and this morning...how many times should i try? have meetings to make tonight in atx.,-1
@americanair does that mean my ktn is not in my reservation?,0
@americanair thanks for responding ... will do!,1
"@americanair thanks that was done, i just don't understand why those whose bags couldn't fit aren't notified in air/at landing #technology",-1
@americanair i have still not talked to anyone. you guys should be prepared for these situations. how is this good service? i am so mad!!!,-1
@americanair ok thank you. what if i can't get a hold of someone to get a new flight?,1
@americanair #horriblecustomerservice # rudestaff # incompetentmanagers,-1
@americanair i just sent a dm,0
@americanair @eleonora7 good luck i've been waiting a week,-1
@americanair tisk tisk. rude flight attendants yet again. i can't hang my suit up because i didn't buy first class? @delta when will i learn,-1
"@americanair that would be appreciated. just please don't send me to the same page with long form &amp; limited characters.
direct email?",-1
@americanair this is the biggest joke of #customerservice i've ever seen from a ✈️ brand http://t.co/xhsuupheze,-1
"@americanair it would be awfully nice if you could send an alert when my flight is cancelled flighted. no text, no email, no love...",-1
@americanair thanks. took care of it. issue was ivr was unclear and took too long to get a call-back option. would love to see that fixed.,-1
@americanair thank you so much that helps a lot.,1
"@americanair i understand that, but i'm not even being put on hold - it says ""try again late flightr, goodbye"".",-1
@americanair i do not need an apology. i need you to fix it in a competent manner.,-1
@americanair i like the call back system. but thought you'd like to know it's not working well. i received three calls but there's no audio.,-1
@americanair i need to be back home tomorrow and no one is helping me. please help me rebook for a flight tomorrow!,-1
@americanair filed a pir with an agent at indianapolis airport. unable to pull up information online on your site. have dmed details.,-1
"@americanair i hear #delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",0
@americanair but you called me - and hung up.,-1
@americanair thank you!,1
@americanair or u cud answer my ? here! 140 is plenty. inflight stealing going on right now &amp; fa won't have the uncomfortable convo w pass.,-1
"@americanair fine. would you have them call me? i left a message, was told it would be 2 hours for a call. haven't heard anything yet.",-1
"@americanair my flight was cancelled flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!",-1
@americanair in miami and the agents rachel wong and marisol pimentel were very pleasant in a world of chaos a big .thank u,1
@americanair i put a call back in at 1am and still nothing at 8am. you think you might get back to me?,-1
@americanair is there anyone online that can help... the flight leaves in 3 hrs,0
@americanair why cancelled flight #1605 on 6/25 &amp; 6/28? flights now 4 hrs longer &amp; have layovers. too late flight to find a reasonably priced alternative.,-1
@americanair i don't know who that may be. i was also working from home. thanks for nothing.,-1
@americanair i called the ep line and 4 hours late flightr i was called back. i sat on hold for over a hour to us airways and then cut off,-1
@americanair my flight 1106 was cancelled flightled and i need to get back to cleveland. what are my options?,-1
@americanair is there any way you could put me up in a hotel for the night?? if not i'm having to sleep at the airport again tonight.,-1
"@americanair @mallowfairy and how many times, exactly, should we call and leave our number for a call back? because that hasn't worked.",-1
.@americanair @c2next would be great to get some help too! i've been trying since last night to get through.,-1
"@americanair telling frustrated customers ""we are super busy, please call back late flightr kthxbai"" and then hanging up is not the best practice.",-1
@americanair but when becomes about get money from the passengers are very strict but don't have any feedback as a reward,-1
@americanair not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,-1
@americanair still waiting news about my bags 48hrs already happened and this company don't give to the passengers any certain information,-1
@americanair your customer service sucks! you rep should not be yelling at a caller regarding the weather in dfw. hope you go bankrupt!,-1
@americanair phone just disconnects if you stay on the line. need to checkout of hotel in 2 hrs &amp; have no place to go. can't keep calling.,-1
@americanair do you know if there is wifi on this flight? if so how much is it? thank you :-),0
@americanair no apologies required. i made it home safe thanks to you! kudos to aa!,1
@americanair requested a call back at 1am. my cancelled flighted flight through dfw shouldn't take this long to reroute. you're customer service lacks,-1
@americanair will you review your systems re notification? the website and telephone systems you have in place are clearly inadequate.,-1
@americanair why not sell mce during post door-close shuffle in same way u sell drinks/snacks? people on my flight self-upgraded w/o paying.,-1
@americanair will 2396 be cancelled flightled tonight?,0
"@americanair not good enough. no info communicated at any point - just silence. for hours as we sat. oh, and then seat was broken. #worst",-1
@americanair i can't get an operator after an hour's worth of calls to cancelled flight a delayed flight. automated system doesn't go beyond message.,-1
@americanair cannot provide us alternative flight until 36 hours late flightr ruining our trip! #cancelled flightled #angry #problems #ruined.,-1
@americanair why did i have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?,-1
"@americanair i love travel with yours planes, all people is very nice, it's amazing! can you please follow me back? 😋i love the company!",1
@americanair not very helpful if my flight is already cancelled flightled! what about reflight booking problems? aa has my email and cell - yet no notifications.,-1
"@americanair @derekc21 , i leave jaipur tomorrow , back to dehli , only in delhi one night . we need to use our abilities to make magic .",-1
@americanair now you change my gate and don't tell me? what the fuck is wrong with you people. learn to do your fucken job,-1
@americanair trying to make an online flight booking problems one way from barbados -nyc but wont let me as says i need a barbados cc...why??!,-1
@americanair i would purchase it if i was there by choice but you guys cancelled flightled my flight and have me stuck at dfw for 7 hours!,-1
@americanair haha i did. they said it wasn't their fault somehow? you guys r a joke,-1
"@americanair stuck in miami, and one of the worst customer experiences i have ever had. will be sure to let everyone know about my time w/aa",-1
@americanair 2days 2plains 2fails,-1
@americanair @murphyjulie it took them 6 hours to call me back. then it disconnected twice. 😢 i'll never get back to work,-1
"@americanair so far all i am getting is ""maybe your bag will come today. we don't know."" website says ""status unknown""- can you help?",-1
"@americanair my flight 1108 was cancelled flightled. i need to be rebooked, and i can't do it online and they aren't answering calls. help!",-1
@americanair i filled out that whole form before receiving a poor poor response. is there no direct email address in reply?,-1
"@americanair its the abc's of pr, let your customers have the most info possible. might want to go brush up on the basics...",-1
last trip on @americanair ... poor customer service 3 trips in a row! @delta here i come!,-1
@americanair stiiiil waiting. please respond as my flight leaves in 2 1/2 hrs,-1
"@americanair no worries, loved flying with you guys. thanks!",1
@americanair you have the worst reps at jacksonville airport. so rude and totally not helpful at all!,-1
"@americanair understood. integration takes time, but no excuse for poor customer service",-1
@malhoit at least you got a response from @americanair via twitter. i went 0 for 2 yesterday.,-1
"@americanair i am, called paris office this morning again, still waiting. it is in miami but apparently tag was ""taken off""",-1
@americanair can i get some assistance? flight cancelled flightled (today) from phx to dfw. not that i'm hating. but my job is concerned,-1
@americanair would also like say kind move on adding the points !,1
"@americanair ok, i just received an email with my registration from your team. thanks a lot",1
@americanair wasn't just a delay. your counter wouldn't take a valid cac card as a valid id which is needed for a tsa precheck on pass,-1
"@americanair all right, but can you give me an email to write to ?",-1
@americanair is dfw accepting any arrivals or departures today?,0
"@americanair is it true, as fas are saying, that you have no way to collect money from passengers (after door closing) who want a mce seat?",0
@americanair i called reservation at 1 am and i'm still waiting for someone to call me back,-1
@americanair a confirmed flight. i'm so done! thanks for nothing!,-1
@americanair not necessary. i am confident the excellent in-flight staff will make the appropriate report.,1
"@americanair sorry, what equipment? have the passengers been allowed to return to the plane?",0
@americanair thank you for doing the best you could to get me rebooked. agent on phone &amp; addtl resolution on dm was very much appreciated.,1
@americanair no email no phone call no nothing. you've screwed with my flight and my family/friends flights. you cancelled flighted reservations for,-1
"@americanair if you care, could you have someone call me to explain what is going on.",-1
hey @americanair why automated call me and then hang up at 4:45 am!?! and why can't i reschedule cancelled flighted flights via web!?! come on!!!,-1
@americanair from a service rep but that hasn't happened yet. i'm honestly fed up and sick of this. no notice when my flight got cancelled flighted,-1
@americanair help. flight to dallas was cancelled flightled this morning from cle. on hold for 3 hours. need to be booked on next flight out.,-1
@americanair me up in a hotel tonight and expect me to now pay even more money. i don't have that money!! i was supposed to get a call back,-1
@americanair my flight 129 to dallas and 259 to sfo has been cancelled flighted and they can't get me on anything else until tomorrow. you won't put,-1
@americanair how is it possible that your call system can refuse callers for over twelve hours? what service options does that leave?,-1
"@americanair i understand a bit of a wait, but i called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool",-1
@americanair @southwestair — y'all will like this one. http://t.co/hf8ajz4ffl,0
@americanair pathetic answer. just found out my bag has been sitting at lga for 20 hours and no call from you to lmk or delivery of bag. bad,-1
@americanair stranded in miami because your automated system keeps hanging up on me for two days. help !,-1
@americanair is flight 1318 cancelled flighted or not? no word from the ground staff.,-1
"“@americanair: @mwangbickler we apologize for your frustrations, michael. have you been rebooked?” -got call back after 10 hours. bad.",-1
"@americanair i'm trying to register since 12:00,don't want to be separated from my brother during the15hours flight!there're few places left",-1
@americanair trying to get thru to agent since last night b/c aa changed our flight to 2 days from now. infuriating! we need to get to sea!,-1
"@americanair called last night, after 10hrs got call back, can i get a one day pass to admirals club? i'm going to be spending 7hrs in dfw",-1
@americanair how can i get you guys to respond to my tweets and dm??? really sad feeling to be ignored.,-1
@americanair i am still waiting for that call back. stranded and no one to talk to,-1
@americanair thank you...i know it's a busy for you today but any help would be appreciated...,0
@americanair karen riedel is a rock star employee and a miracle worker. i really appreciated her help this morning!,1
@americanair trying to talk 2 customer service to add lap child and can't get a hold of anybody. i need help!!!!!,-1
"@americanair @active_aly thx. we have already been on the iberia website, and seat reservation is unavailable. hopefully we can call them.",-1
@americanair this merger with @usairways @usairwis a cluster of inefficiency and misinformation. when is it going to be done?,-1
.@americanair @kaha58 would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.,-1
@americanair why is there only one checkpoint open at jfk terminal 8? ridiculous.,-1
@americanair wow. flight crew shows up :15 mins before the flight. no catering for aa3390. nice. why to treat your customers.,-1
@americanair.if i miss saying goodbye to my friend cause of your crappy service i swear you will never hear the end of it.#americanairlines,-1
@americanair .. umm hello?,0
@americanair qsvgru when would the next flight arrive?,0
@americanair that is absolutely false stmt. you have a comedy of errors incl no catering etc #getyouracttogether,-1
@americanair how do i see your report team?,-1
@americanair. it's been 5 hours and still no call and now we are back to being hung up on by an automated system. #americanairlines,-1
"@americanair you bet make this screw up right (for once). things i need in bag for my job and you have ""grounded"" me today #painandsuffering",-1
"@americanair last thing i want to deal w/ before 8 on a mon! i've already waited the suggested wait time, so i hope i get a call back asap.",-1
@americanair. all i get is an automated system that hangs up on me. i finally get a message that some will call me back in 2 hours.,-1
@americanair @emrey35 but it says your agents are too busy and to try back late flightr???,-1
"@americanair file loc:tjycqh. bag at airport since last nite.not ""scheduled"" to get pu unt aft 8? why? u shld b ashamed. i'm disgusted w/u",-1
@americanair i remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer,-1
@americanair. for two days now i have been trying to reach #americanairlines customer service to change my flight.,-1
@americanair . death of a dear friend has me heart broken but #americanairlines has me heated!,-1
@americanair spent hour+ trying to check after to use military id for luggage then messed up boarding pass &amp; forced into line again.,-1
@americanair has no customer service via phone or in person. just a stone wall with a giant middle finger painted on it.,-1
"@americanair 3days and no call,bag or anyone to pick up my call. held on ph til 130 am and holding again now. insane,#help",-1
"@americanair way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back",-1
"@americanair trying to change my flight and you just hang up on ppl bc call volume is high. that's a joke, right?",-1
@americanair thanks for reflight booking problems me on a flight and then leaving my luggage in nyc. unbelievable.,-1
@americanair thank you!,1
@americanair i love american airlines :d,1
"@americanair how about a reservation phone system that actually works? you know the 800 number is unreachable? callbacks are ""dead air"".",-1
"@americanair , i was told my flights 2516 &amp; 2244 was cancelled flightled. but i don't seem to have any date/time changes. i've been waiting for a call",-1
@americanair v nice of you to give me a breakfast voucher for $7 in an airport. that almost got me a whole drink!!,1
"@americanair husband &amp; i complain about same flight. he gets voucher, i get nothing. because he flew biz!? who do i email about this?",-1
@americanair no date on when revieving our money sent a letter in post and several emails no reply?? very frustrated,-1
@americanair you're running 5+ hours behind replying to anyone via twitter. this is beyond unacceptable. i'm running out of time!,-1
@americanair hi do you have a phone number to ring from uk regarding claim for our late flight flight departure claim amount agreed just had no,0
@americanair not sure why we are being made to stand in line outside for plane that isn't ready to board when i could be sitting inside,-1
"@americanair even when i did get through, no one knew anything about my bag. this is ridiculous, i still don't have my bag from saturday.",-1
@americanair thank you mr parker for screwing over chairman preferred when we fly aa. no #firstclass option and treated like crap by staff,-1
@americanair thinks it's a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready http://t.co/rxmjwoo7qi,-1
"@americanair , check dm please!",0
"@americanair got a callback at 1 am, took care of it. thanks.",0
@americanair poor experience 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. asked to speak w/supervisor. told 20 min. in a mtg!! what?!?!,-1
@americanair have been trying to reach american airlines since last evening to cancelled flight flights. worst customer service ever! what now???,-1
@americanair - cruel &amp; unusual to cancelled flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,-1
@americanair can you please help? you've now rebooked me incorrectly after flight was cancelled flightled. please fix my flt to tuesday!!,-1
@americanair its now 17 days since i contacted customer relations... #surf #fail #baggagedrama http://t.co/cs1673hrqq,-1
@americanair eventually the call got through. not sure what changed. thank you a lot though!,1
@americanair i've been doing this all night. can someone please help? i need my flt fixed. please???,-1
"@americanair i tried all day. have been disconnected due to ""heavy call volume.""",-1
@americanair is flight 2413 to la delayed?,0
@americanair thanks :-) good to be back safely. see you again soon!,1
"@americanair hey, what's happening with #aa65 zurich - jfk? appears to have squawked 7700 and landed at london heathrow",-1
@americanair got call saying flight cancelled flightled but checked online and it isn't cancelled flightled. no where near bad weather. i have job interview,-1
"@americanair hello ! i cannot register for my tomorrow flight from paris to las vegas ""this feature is currently unavailable"" appears ?",0
@americanair when did they start to sell water @admiralsclub ?,0
